referrer,views_total,views_unique
Google,140,41
chatgpt.com,66,6
Bing,54,5
osti.gov,14,3
inlsoftware.inl.gov,13,5
cn.bing.com,13,3
statics.teams.cdn.office.net,13,2
teams.microsoft.com,11,1
github.com,9,5
euc-powerpoint.officeapps.live.com,1,1
