referrer,views_total,views_unique
Google,251,45
github.com,42,9
statics.teams.cdn.office.net,17,4
in.search.yahoo.com,5,1
poczta.wil.waw.pl,3,1
uoa.webex.com,2,2
cn.bing.com,2,1
Bing,1,1
hub.nuaa.cf,1,1
Baidu,1,1
