referrer,views_total,views_unique
github.com,32,14
Google,30,15
rxdb.dev,23,23
statics.teams.cdn.office.net,8,2
Bing,3,3
packages.zeek.org,3,1
t.co,2,1
otpoint.atlassian.net,1,1
DuckDuckGo,1,1
