time_iso8601,clones_total,clones_unique,views_total,views_unique
2021-08-16 00:00:00+00:00,,,1.0,1.0
2021-08-17 00:00:00+00:00,,,3.0,3.0
2021-08-23 00:00:00+00:00,,,7.0,4.0
2021-08-24 00:00:00+00:00,1.0,1.0,,
2021-08-25 00:00:00+00:00,1.0,1.0,,
2021-08-26 00:00:00+00:00,,,1.0,1.0
2021-08-27 00:00:00+00:00,1.0,1.0,1.0,1.0
