time_iso8601,stars_cumulative
2021-01-21 00:00:00+00:00,1
2021-02-11 00:00:00+00:00,2
2021-03-05 00:00:00+00:00,3
2021-04-28 00:00:00+00:00,4
2022-03-04 00:00:00+00:00,5
2022-04-17 00:00:00+00:00,6
2022-05-07 00:00:00+00:00,7
2022-05-25 00:00:00+00:00,8
2022-07-09 00:00:00+00:00,9
2023-01-11 00:00:00+00:00,10
2023-05-07 00:00:00+00:00,11
2023-07-25 00:00:00+00:00,12
2023-10-17 00:00:00+00:00,13
2024-06-07 00:00:00+00:00,14
2024-07-19 00:00:00+00:00,15
2024-12-20 00:00:00+00:00,16
2025-01-19 00:00:00+00:00,17
2025-04-04 00:00:00+00:00,18
2025-05-23 00:00:00+00:00,19
2025-05-30 00:00:00+00:00,20
2025-06-30 00:00:00+00:00,21
2025-11-14 00:00:00+00:00,22
