url_path,views_total,views_unique
/cisagov/ICSNPP,234,138
/cisagov/icsnpp,11,5
/cisagov/ICSNPP/issues,5,3
/cisagov/ICSNPP/blob/main/LICENSE.txt,3,1
/cisagov/ICSNPP/graphs/contributors,1,1
/cisagov/ICSNPP/issues/13,1,1
/cisagov/ICSNPP/issues/17,1,1
/cisagov/ICSNPP/projects,1,1
