url_path,views_total,views_unique
/IdahoLabResearch/AquaPV/tree/main/src,11,3
/IdahoLabResearch/AquaPV,10,3
/IdahoLabResearch/AquaPV/blob/main/AquaPV_Demo.ipynb,7,2
/IdahoLabResearch/AquaPV/tree/main,6,5
/IdahoLabResearch/AquaPV/blob/main/src/Solar.py,6,3
/IdahoLabResearch/AquaPV/blob/main/src/AquaPV.py,5,3
/IdahoLabResearch/AquaPV/graphs/traffic,2,1
/IdahoLabResearch/AquaPV/pulse,2,1
/IdahoLabResearch/AquaPV/blob/main/example_data/ERCOT_PV_gen.csv,1,1
/IdahoLabResearch/AquaPV/blob/main/src/CAPEX.py,1,1
