time_iso8601,stars_cumulative
2020-07-07 00:00:00+00:00,1
2020-07-16 00:00:00+00:00,2
2020-08-10 00:00:00+00:00,3
2020-08-18 00:00:00+00:00,4
2020-10-19 00:00:00+00:00,5
2021-05-05 00:00:00+00:00,6
2021-09-20 00:00:00+00:00,7
2021-10-05 00:00:00+00:00,14
2021-10-06 00:00:00+00:00,15
2021-10-07 00:00:00+00:00,16
2021-10-11 00:00:00+00:00,17
2021-10-13 00:00:00+00:00,18
2021-11-01 00:00:00+00:00,19
2021-11-08 00:00:00+00:00,20
2021-12-21 00:00:00+00:00,21
2022-01-17 00:00:00+00:00,22
2022-06-15 00:00:00+00:00,23
2023-02-09 00:00:00+00:00,24
2023-03-16 00:00:00+00:00,25
2023-04-03 00:00:00+00:00,26
2023-04-20 00:00:00+00:00,27
2023-05-02 00:00:00+00:00,28
2023-05-16 00:00:00+00:00,29
2023-07-05 00:00:00+00:00,30
2023-08-16 00:00:00+00:00,31
2023-09-20 00:00:00+00:00,32
2023-09-26 00:00:00+00:00,33
2023-10-03 00:00:00+00:00,34
2023-11-09 00:00:00+00:00,35
