time_iso8601,stars_cumulative
2016-08-18 00:00:00+00:00,1
2016-08-19 00:00:00+00:00,2
2016-09-01 00:00:00+00:00,3
2016-09-27 00:00:00+00:00,4
2017-11-13 00:00:00+00:00,5
2018-01-18 00:00:00+00:00,6
2018-03-16 00:00:00+00:00,7
2018-06-06 00:00:00+00:00,8
2018-06-26 00:00:00+00:00,9
2018-12-22 00:00:00+00:00,10
2019-04-10 00:00:00+00:00,11
2019-05-20 00:00:00+00:00,12
2019-06-12 00:00:00+00:00,13
2019-06-28 00:00:00+00:00,14
2019-07-30 00:00:00+00:00,15
2019-08-19 00:00:00+00:00,16
2019-09-07 00:00:00+00:00,17
2019-09-24 00:00:00+00:00,18
2019-12-23 00:00:00+00:00,19
2020-01-12 00:00:00+00:00,20
2020-01-24 00:00:00+00:00,21
2020-02-21 00:00:00+00:00,22
2020-05-01 00:00:00+00:00,23
2020-05-14 00:00:00+00:00,24
2020-05-15 00:00:00+00:00,25
2021-09-05 00:00:00+00:00,26
2022-05-17 00:00:00+00:00,27
2022-09-03 00:00:00+00:00,28
2022-10-13 00:00:00+00:00,29
2022-12-01 00:00:00+00:00,30
