time_iso8601,stars_cumulative
2024-06-25 00:00:00+00:00,1
2024-06-26 00:00:00+00:00,2
2024-11-05 00:00:00+00:00,3
2025-06-24 00:00:00+00:00,4
2025-06-26 00:00:00+00:00,5
2025-07-02 00:00:00+00:00,6
2025-07-14 00:00:00+00:00,8
2025-07-15 00:00:00+00:00,9
2025-07-19 00:00:00+00:00,10
2025-08-11 00:00:00+00:00,11
2025-10-04 00:00:00+00:00,12
2025-10-15 00:00:00+00:00,13
2025-10-31 00:00:00+00:00,14
2025-12-12 00:00:00+00:00,15
2025-12-18 00:00:00+00:00,16
2025-12-30 00:00:00+00:00,17
