time_iso8601,forks_cumulative
2021-02-23 00:00:00+00:00,1
2021-02-24 00:00:00+00:00,2
2021-04-01 00:00:00+00:00,3
2021-04-02 00:00:00+00:00,4
2021-05-28 00:00:00+00:00,5
2021-06-07 00:00:00+00:00,6
2021-07-07 00:00:00+00:00,7
2021-07-21 00:00:00+00:00,8
