referrer,views_total,views_unique
github.com,68,13
Google,24,13
montepy.org,18,3
statics.teams.cdn.office.net,15,1
Bing,7,3
coveralls.io,5,1
chatgpt.com,2,1
ies.inl.gov,1,1
yandex.ru,1,1
osti.gov,1,1
