referrer,views_total,views_unique
github.com,202,23
Google,34,22
DuckDuckGo,17,1
com.linkedin.android,16,9
habitica.com,16,1
linkedin.com,11,10
Bing,6,4
montepy.org,5,2
statics.teams.cdn.office.net,3,2
osti.gov,1,1
