referrer,views_total,views_unique
github.com,139,8
Google,25,16
pyopensci.org,23,2
joss.theoj.org,19,3
Bing,5,3
chatgpt.com,5,1
inlsoftware.inl.gov,4,1
com.linkedin.android,3,2
mcnp.discourse.group,2,2
statics.teams.cdn.office.net,2,2
