url_path,views_total,views_unique
/idaholab/isopod/pull/96,21,2
/idaholab/isopod/compare/devel...lynnmunday:isopod:Elastodynamics,20,3
/idaholab/isopod,15,7
/idaholab/isopod/pulls,11,3
/idaholab/isopod/commit/ce0a30a1ef1c183fe78e5e457500618a04dc9a60,8,3
/idaholab/isopod/commit/071ba89304f5b6c4289857f23d06182945c57aea,5,2
/idaholab/isopod/issues,4,2
/idaholab/isopod/commit/2b165df7bf392f5020e81ef49b12173c598f4410,3,2
/idaholab/isopod/commit/4f1032a8ef6a616b2568bc848c38371564b35d9e,3,2
/idaholab/isopod/commit/7bf97d95faf0b8893cc321ac54e86bf9f9c751d1,3,2
