referrer,views_total,views_unique
github.com,155,19
Google,142,48
raven.inl.gov,75,10
civet.inl.gov,38,2
statics.teams.cdn.office.net,9,4
search.brave.com,2,2
ies.inl.gov,2,2
Bing,2,2
sam.gov,2,1
mail.google.com,1,1
