time_iso8601,stars_cumulative
2018-02-08 00:00:00+00:00,1
2018-09-25 00:00:00+00:00,2
2018-11-20 00:00:00+00:00,3
2020-08-16 00:00:00+00:00,4
2021-01-17 00:00:00+00:00,5
2021-03-17 00:00:00+00:00,6
2021-04-03 00:00:00+00:00,7
2022-01-03 00:00:00+00:00,8
2022-01-04 00:00:00+00:00,9
2022-02-04 00:00:00+00:00,10
2022-06-21 00:00:00+00:00,11
2022-08-19 00:00:00+00:00,12
2022-08-29 00:00:00+00:00,13
2022-11-29 00:00:00+00:00,14
2023-04-07 00:00:00+00:00,15
2023-05-08 00:00:00+00:00,16
2024-05-12 00:00:00+00:00,17
2024-10-28 00:00:00+00:00,18
2025-03-18 00:00:00+00:00,19
2025-04-02 00:00:00+00:00,20
2025-04-10 00:00:00+00:00,21
2025-04-23 00:00:00+00:00,22
2025-06-22 00:00:00+00:00,23
