time_iso8601,forks_cumulative
2015-08-11 00:00:00+00:00,1
2015-09-21 00:00:00+00:00,2
2015-10-30 00:00:00+00:00,3
2015-11-18 00:00:00+00:00,4
2016-02-24 00:00:00+00:00,5
2016-03-29 00:00:00+00:00,6
2016-09-28 00:00:00+00:00,7
2016-10-05 00:00:00+00:00,8
2017-05-11 00:00:00+00:00,9
2017-05-18 00:00:00+00:00,10
2017-07-17 00:00:00+00:00,11
2017-07-18 00:00:00+00:00,12
2017-08-24 00:00:00+00:00,13
2017-11-13 00:00:00+00:00,14
2018-05-23 00:00:00+00:00,15
2018-10-24 00:00:00+00:00,16
2019-05-12 00:00:00+00:00,17
2019-10-15 00:00:00+00:00,18
2019-11-27 00:00:00+00:00,19
2020-03-24 00:00:00+00:00,20
2020-06-17 00:00:00+00:00,21
2021-02-10 00:00:00+00:00,22
2021-02-26 00:00:00+00:00,23
2021-05-25 00:00:00+00:00,24
2021-07-14 00:00:00+00:00,25
2021-07-15 00:00:00+00:00,26
2021-07-23 00:00:00+00:00,28
2021-11-01 00:00:00+00:00,29
2022-03-24 00:00:00+00:00,30
2022-06-15 00:00:00+00:00,31
2022-06-28 00:00:00+00:00,32
2022-08-10 00:00:00+00:00,34
2022-08-22 00:00:00+00:00,35
2022-11-04 00:00:00+00:00,36
2022-12-20 00:00:00+00:00,37
2023-04-15 00:00:00+00:00,38
2023-04-29 00:00:00+00:00,39
2023-05-15 00:00:00+00:00,40
2023-08-22 00:00:00+00:00,41
2023-11-20 00:00:00+00:00,42
