url_path,views_total,views_unique
/idaholab/cape2stix,11,10
/idaholab/cape2stix/tree/main,6,3
/idaholab/cape2stix/tree/main/cape2stix/scripts,4,4
/idaholab/cape2stix/tree/main/cape2stix,4,3
/idaholab/cape2stix/blob/main/docs/README.md,3,2
/idaholab/cape2stix/blob/main/docs/neo4j_readme/Neo4j_README.md,3,1
/idaholab/cape2stix/blob/main/cape2stix/scripts/convert.py,2,2
/idaholab/cape2stix/tree/main/cape2stix/core,2,2
/idaholab/cape2stix/blob/main/docs/ama_deploy.md,2,1
/idaholab/cape2stix/blob/main/cape2stix/core/mitreattack.py,1,1
