url_path,views_total,views_unique
/IdahoLabUnsupported/IGCAPT,70,7
/IdahoLabUnsupported/IGCAPT/branches,23,2
/IdahoLabUnsupported/IGCAPT/tree/Daisy,17,2
/IdahoLabUnsupported/IGCAPT/projects,16,3
/IdahoLabUnsupported/IGCAPT/issues,10,3
/IdahoLabUnsupported/IGCAPT/tree/Daisy/src/main/java/gov/inl/igcapt,6,2
/IdahoLabUnsupported/IGCAPT/issues/33,5,2
/IdahoLabUnsupported/IGCAPT/tree/Daisy/src,5,2
/IdahoLabUnsupported/IGCAPT/tree/Daisy/src/main,5,2
/IdahoLabUnsupported/IGCAPT/tree/Daisy/src/main/java,5,2
