time_iso8601,stars_cumulative
2021-06-24 00:00:00+00:00,1
2021-07-07 00:00:00+00:00,2
2021-07-31 00:00:00+00:00,3
2021-08-11 00:00:00+00:00,4
2021-12-02 00:00:00+00:00,5
2022-03-07 00:00:00+00:00,6
2022-07-20 00:00:00+00:00,7
2022-08-31 00:00:00+00:00,8
2022-09-07 00:00:00+00:00,9
2022-09-27 00:00:00+00:00,10
2022-12-10 00:00:00+00:00,11
2023-03-03 00:00:00+00:00,12
2023-03-20 00:00:00+00:00,13
2023-05-03 00:00:00+00:00,14
2023-06-09 00:00:00+00:00,15
2023-07-17 00:00:00+00:00,16
2024-03-16 00:00:00+00:00,17
2024-04-03 00:00:00+00:00,18
2024-04-05 00:00:00+00:00,19
2024-04-09 00:00:00+00:00,20
2024-06-05 00:00:00+00:00,21
2024-07-01 00:00:00+00:00,22
2024-08-22 00:00:00+00:00,23
2024-09-06 00:00:00+00:00,24
2024-10-10 00:00:00+00:00,25
2024-10-24 00:00:00+00:00,26
2024-11-14 00:00:00+00:00,27
2025-01-17 00:00:00+00:00,28
2025-06-21 00:00:00+00:00,29
2025-08-14 00:00:00+00:00,30
2025-10-10 00:00:00+00:00,31
2025-12-27 00:00:00+00:00,32
