time_iso8601,forks_cumulative
2014-03-19 00:00:00+00:00,1
2014-03-20 00:00:00+00:00,3
2014-03-27 00:00:00+00:00,4
2014-04-01 00:00:00+00:00,5
2014-04-05 00:00:00+00:00,6
2014-04-07 00:00:00+00:00,7
2014-04-16 00:00:00+00:00,8
2014-04-17 00:00:00+00:00,9
2014-04-25 00:00:00+00:00,10
2014-04-30 00:00:00+00:00,11
2014-05-01 00:00:00+00:00,12
2014-05-19 00:00:00+00:00,13
2014-05-21 00:00:00+00:00,14
2014-05-22 00:00:00+00:00,15
2014-05-23 00:00:00+00:00,16
2014-05-30 00:00:00+00:00,17
2014-06-02 00:00:00+00:00,18
2014-06-14 00:00:00+00:00,19
2014-06-24 00:00:00+00:00,20
2014-06-26 00:00:00+00:00,21
2014-07-11 00:00:00+00:00,22
2014-07-17 00:00:00+00:00,23
2014-07-21 00:00:00+00:00,24
2014-07-22 00:00:00+00:00,25
2014-07-28 00:00:00+00:00,26
2014-07-29 00:00:00+00:00,27
2014-08-12 00:00:00+00:00,29
2014-08-21 00:00:00+00:00,30
2014-09-02 00:00:00+00:00,31
2014-09-12 00:00:00+00:00,32
2014-09-17 00:00:00+00:00,33
2014-09-29 00:00:00+00:00,34
2014-10-13 00:00:00+00:00,35
2014-10-24 00:00:00+00:00,36
2014-10-28 00:00:00+00:00,37
2014-11-01 00:00:00+00:00,38
2014-11-04 00:00:00+00:00,43
2014-11-05 00:00:00+00:00,44
2014-11-07 00:00:00+00:00,45
2014-11-15 00:00:00+00:00,46
2014-11-18 00:00:00+00:00,47
2014-12-02 00:00:00+00:00,48
2015-01-16 00:00:00+00:00,50
2015-01-19 00:00:00+00:00,51
2015-01-21 00:00:00+00:00,53
2015-01-22 00:00:00+00:00,54
2015-01-27 00:00:00+00:00,55
2015-02-09 00:00:00+00:00,56
2015-02-16 00:00:00+00:00,57
2015-02-18 00:00:00+00:00,58
2015-02-25 00:00:00+00:00,59
2015-02-26 00:00:00+00:00,60
2015-03-02 00:00:00+00:00,61
2015-03-09 00:00:00+00:00,62
2015-03-11 00:00:00+00:00,63
2015-03-12 00:00:00+00:00,64
2015-03-13 00:00:00+00:00,65
2015-03-17 00:00:00+00:00,66
2015-03-19 00:00:00+00:00,67
2015-03-24 00:00:00+00:00,70
2015-03-26 00:00:00+00:00,71
2015-03-28 00:00:00+00:00,73
2015-04-08 00:00:00+00:00,74
2015-04-15 00:00:00+00:00,75
2015-04-23 00:00:00+00:00,76
2015-05-15 00:00:00+00:00,77
2015-05-21 00:00:00+00:00,78
2015-05-24 00:00:00+00:00,79
2015-05-25 00:00:00+00:00,80
2015-05-27 00:00:00+00:00,81
2015-05-28 00:00:00+00:00,82
2015-06-02 00:00:00+00:00,83
2015-06-11 00:00:00+00:00,84
2015-06-16 00:00:00+00:00,87
2015-06-17 00:00:00+00:00,88
2015-06-23 00:00:00+00:00,89
2015-06-24 00:00:00+00:00,91
2015-06-25 00:00:00+00:00,97
2015-06-29 00:00:00+00:00,98
2015-07-05 00:00:00+00:00,99
2015-07-08 00:00:00+00:00,101
2015-07-15 00:00:00+00:00,102
2015-07-16 00:00:00+00:00,103
2015-07-17 00:00:00+00:00,104
2015-07-19 00:00:00+00:00,105
2015-07-26 00:00:00+00:00,106
2015-07-27 00:00:00+00:00,107
2015-08-02 00:00:00+00:00,108
2015-08-04 00:00:00+00:00,109
2015-08-05 00:00:00+00:00,110
