time_iso8601,forks_cumulative
2021-04-20 00:00:00+00:00,1
2022-10-27 00:00:00+00:00,2
2022-11-11 00:00:00+00:00,3
2023-03-21 00:00:00+00:00,4
2024-02-06 00:00:00+00:00,5
2024-05-09 00:00:00+00:00,6
2024-05-10 00:00:00+00:00,7
2024-12-19 00:00:00+00:00,8
2025-02-09 00:00:00+00:00,9
