time_iso8601,forks_cumulative
2020-01-03 00:00:00+00:00,1
2020-03-09 00:00:00+00:00,2
2020-03-24 00:00:00+00:00,3
2020-05-27 00:00:00+00:00,4
2020-10-13 00:00:00+00:00,5
2020-10-25 00:00:00+00:00,6
2021-03-16 00:00:00+00:00,7
2021-03-22 00:00:00+00:00,8
2021-07-20 00:00:00+00:00,9
2021-08-11 00:00:00+00:00,10
2021-10-19 00:00:00+00:00,11
2021-11-11 00:00:00+00:00,12
2022-02-03 00:00:00+00:00,13
2022-02-17 00:00:00+00:00,14
2022-03-30 00:00:00+00:00,15
2022-05-20 00:00:00+00:00,16
2022-08-26 00:00:00+00:00,17
2022-09-06 00:00:00+00:00,18
2022-10-04 00:00:00+00:00,19
2022-10-18 00:00:00+00:00,20
2022-11-09 00:00:00+00:00,21
2023-06-14 00:00:00+00:00,22
2023-06-26 00:00:00+00:00,23
2023-07-27 00:00:00+00:00,24
2023-10-02 00:00:00+00:00,25
2023-10-11 00:00:00+00:00,26
2024-08-22 00:00:00+00:00,27
2025-05-22 00:00:00+00:00,28
2025-06-05 00:00:00+00:00,29
2025-10-21 00:00:00+00:00,30
2025-11-25 00:00:00+00:00,31
