time_iso8601,stars_cumulative
2022-01-18 00:00:00+00:00,1
2022-02-08 00:00:00+00:00,2
2022-03-13 00:00:00+00:00,3
2022-05-31 00:00:00+00:00,4
2022-07-04 00:00:00+00:00,5
2022-08-11 00:00:00+00:00,6
2023-03-14 00:00:00+00:00,7
2023-03-20 00:00:00+00:00,8
2023-05-07 00:00:00+00:00,9
2023-07-14 00:00:00+00:00,10
2023-07-24 00:00:00+00:00,11
2024-04-09 00:00:00+00:00,12
2024-07-08 00:00:00+00:00,13
2024-11-05 00:00:00+00:00,14
2025-02-07 00:00:00+00:00,15
2025-03-29 00:00:00+00:00,16
2025-04-04 00:00:00+00:00,17
2025-05-23 00:00:00+00:00,18
2025-06-30 00:00:00+00:00,19
2025-09-02 00:00:00+00:00,20
