time_iso8601,forks_cumulative
2022-05-11 00:00:00+00:00,1
2022-05-24 00:00:00+00:00,2
2022-05-26 00:00:00+00:00,3
2022-10-03 00:00:00+00:00,4
2022-11-01 00:00:00+00:00,5
2022-12-21 00:00:00+00:00,6
2023-02-23 00:00:00+00:00,7
