time_iso8601,stars_cumulative
2021-02-10 00:00:00+00:00,1
2021-03-15 00:00:00+00:00,2
2021-03-22 00:00:00+00:00,3
2021-03-29 00:00:00+00:00,4
2021-04-16 00:00:00+00:00,5
2021-04-24 00:00:00+00:00,6
2021-05-28 00:00:00+00:00,7
2021-07-17 00:00:00+00:00,8
2021-09-30 00:00:00+00:00,9
2021-10-26 00:00:00+00:00,10
2022-01-10 00:00:00+00:00,11
2022-01-23 00:00:00+00:00,12
2022-02-05 00:00:00+00:00,13
2022-02-20 00:00:00+00:00,14
2022-04-12 00:00:00+00:00,15
2022-05-10 00:00:00+00:00,16
2022-08-26 00:00:00+00:00,17
2022-10-18 00:00:00+00:00,18
