time_iso8601,stars_cumulative
2021-04-15 00:00:00+00:00,1
2021-04-28 00:00:00+00:00,2
2021-06-18 00:00:00+00:00,3
2021-07-24 00:00:00+00:00,4
2022-05-19 00:00:00+00:00,5
2022-05-27 00:00:00+00:00,6
2022-06-16 00:00:00+00:00,7
2022-08-24 00:00:00+00:00,8
2022-09-08 00:00:00+00:00,9
2023-05-21 00:00:00+00:00,10
2023-08-16 00:00:00+00:00,11
2023-11-27 00:00:00+00:00,12
2024-06-24 00:00:00+00:00,13
2025-02-14 00:00:00+00:00,14
2025-04-17 00:00:00+00:00,15
2025-05-15 00:00:00+00:00,16
2025-08-21 00:00:00+00:00,17
2025-09-03 00:00:00+00:00,18
2025-09-23 00:00:00+00:00,23
2025-09-24 00:00:00+00:00,27
