time_iso8601,stars_cumulative
2020-04-08 00:00:00+00:00,2
2020-04-09 00:00:00+00:00,6
2020-05-08 00:00:00+00:00,7
2020-06-30 00:00:00+00:00,8
2020-08-10 00:00:00+00:00,9
2020-12-02 00:00:00+00:00,10
2021-01-28 00:00:00+00:00,11
2021-03-15 00:00:00+00:00,12
2021-09-01 00:00:00+00:00,13
2022-02-10 00:00:00+00:00,14
2022-02-25 00:00:00+00:00,15
2022-03-05 00:00:00+00:00,16
2022-03-25 00:00:00+00:00,17
2022-06-21 00:00:00+00:00,18
2022-07-21 00:00:00+00:00,19
2022-11-22 00:00:00+00:00,20
2023-01-18 00:00:00+00:00,21
2023-04-14 00:00:00+00:00,22
2023-05-03 00:00:00+00:00,23
2023-05-19 00:00:00+00:00,24
2023-06-29 00:00:00+00:00,25
2023-08-16 00:00:00+00:00,26
2024-04-15 00:00:00+00:00,27
2025-01-03 00:00:00+00:00,28
2025-06-04 00:00:00+00:00,29
2025-06-25 00:00:00+00:00,30
2025-11-28 00:00:00+00:00,31
