time_iso8601,stars_cumulative
2022-05-10 00:00:00+00:00,1
2022-05-12 00:00:00+00:00,2
2022-05-13 00:00:00+00:00,3
2022-05-14 00:00:00+00:00,4
2022-07-04 00:00:00+00:00,5
2022-08-11 00:00:00+00:00,6
2022-11-25 00:00:00+00:00,7
2022-11-28 00:00:00+00:00,9
2023-03-29 00:00:00+00:00,10
2023-07-25 00:00:00+00:00,11
2023-08-13 00:00:00+00:00,12
2023-10-08 00:00:00+00:00,13
2024-02-18 00:00:00+00:00,14
2024-03-08 00:00:00+00:00,15
2024-05-06 00:00:00+00:00,16
2024-05-09 00:00:00+00:00,17
2024-08-12 00:00:00+00:00,18
2024-10-01 00:00:00+00:00,19
2024-10-04 00:00:00+00:00,20
2024-10-09 00:00:00+00:00,21
2024-12-20 00:00:00+00:00,22
2025-04-04 00:00:00+00:00,23
2025-05-23 00:00:00+00:00,24
2025-06-23 00:00:00+00:00,25
2025-06-30 00:00:00+00:00,26
2025-07-04 00:00:00+00:00,27
