referrer,views_total,views_unique
github.com,2386,238
mooseframework.inl.gov,1910,254
Google,1416,325
moose.inl.gov,98,38
civet.inl.gov,91,9
groups.google.com,79,17
com.google.android.gm,77,4
cn.bing.com,33,8
DuckDuckGo,25,19
Bing,19,14
