referrer,views_total,views_unique
github.com,2765,175
mooseframework.inl.gov,1628,193
Google,1012,212
groups.google.com,119,13
civet.inl.gov,109,8
com.google.android.gm,65,6
moose.inl.gov,61,21
cn.bing.com,41,15
hpcgitlab.hpc.inl.gov,33,1
Bing,20,8
