referrer,views_total,views_unique
Google,2769,870
mooseframework.inl.gov,2145,318
github.com,1202,163
civet.inl.gov,241,33
Bing,233,89
statics.teams.cdn.office.net,128,48
mfem.org,99,40
cn.bing.com,97,35
DuckDuckGo,63,20
chatgpt.com,22,10
