time_iso8601,stars_cumulative
2022-06-22 00:00:00+00:00,1
2022-07-22 00:00:00+00:00,3
2022-07-28 00:00:00+00:00,4
2022-11-21 00:00:00+00:00,5
2022-12-23 00:00:00+00:00,6
2023-06-22 00:00:00+00:00,7
2023-06-30 00:00:00+00:00,8
2023-07-02 00:00:00+00:00,9
2023-08-22 00:00:00+00:00,10
2024-02-29 00:00:00+00:00,11
2024-03-27 00:00:00+00:00,12
2024-03-28 00:00:00+00:00,13
2024-07-22 00:00:00+00:00,14
2024-10-04 00:00:00+00:00,15
2024-11-28 00:00:00+00:00,16
2025-01-10 00:00:00+00:00,17
2025-01-20 00:00:00+00:00,18
2025-07-03 00:00:00+00:00,19
2025-07-09 00:00:00+00:00,20
2025-08-25 00:00:00+00:00,21
2025-10-29 00:00:00+00:00,22
2025-12-16 00:00:00+00:00,23
