time_iso8601,forks_cumulative
2024-05-31 00:00:00+00:00,1
2025-01-26 00:00:00+00:00,2
2025-04-04 00:00:00+00:00,3
2025-09-30 00:00:00+00:00,4
2025-10-07 00:00:00+00:00,5
