time_iso8601,forks_cumulative
2023-03-08 00:00:00+00:00,3
2023-03-09 00:00:00+00:00,4
2023-03-10 00:00:00+00:00,5
2023-03-20 00:00:00+00:00,6
2023-03-23 00:00:00+00:00,7
2023-03-27 00:00:00+00:00,8
2023-04-22 00:00:00+00:00,9
2023-05-15 00:00:00+00:00,11
2023-07-01 00:00:00+00:00,12
2023-08-23 00:00:00+00:00,14
2023-09-19 00:00:00+00:00,15
2023-09-25 00:00:00+00:00,16
2023-09-27 00:00:00+00:00,17
2023-11-09 00:00:00+00:00,18
2023-12-06 00:00:00+00:00,19
2023-12-29 00:00:00+00:00,20
2024-02-01 00:00:00+00:00,21
2024-03-02 00:00:00+00:00,22
2024-03-19 00:00:00+00:00,23
2024-04-15 00:00:00+00:00,24
2024-05-14 00:00:00+00:00,25
2024-06-10 00:00:00+00:00,26
2024-07-23 00:00:00+00:00,27
2024-12-13 00:00:00+00:00,28
2025-03-19 00:00:00+00:00,29
2025-06-09 00:00:00+00:00,30
2025-08-18 00:00:00+00:00,31
2025-09-23 00:00:00+00:00,32
2025-10-28 00:00:00+00:00,33
