time_iso8601,stars_cumulative
2021-06-16 00:00:00+00:00,1
2022-09-26 00:00:00+00:00,2
2022-10-24 00:00:00+00:00,3
2022-11-11 00:00:00+00:00,4
2023-01-23 00:00:00+00:00,5
2023-02-14 00:00:00+00:00,6
2023-06-19 00:00:00+00:00,7
2023-12-11 00:00:00+00:00,8
2024-06-26 00:00:00+00:00,9
2024-06-28 00:00:00+00:00,10
2024-06-29 00:00:00+00:00,11
2024-08-01 00:00:00+00:00,12
2024-08-30 00:00:00+00:00,13
2025-01-31 00:00:00+00:00,15
2025-03-03 00:00:00+00:00,16
2025-03-12 00:00:00+00:00,17
2025-05-29 00:00:00+00:00,18
2025-07-02 00:00:00+00:00,19
2025-09-04 00:00:00+00:00,20
2025-09-22 00:00:00+00:00,21
2025-10-06 00:00:00+00:00,22
2025-10-15 00:00:00+00:00,23
2025-10-16 00:00:00+00:00,24
2025-11-13 00:00:00+00:00,25
2025-11-14 00:00:00+00:00,26
2025-12-26 00:00:00+00:00,27
