time_iso8601,stars_cumulative
2020-07-28 00:00:00+00:00,1
2020-08-04 00:00:00+00:00,2
2020-11-01 00:00:00+00:00,3
2020-11-06 00:00:00+00:00,4
2021-02-04 00:00:00+00:00,5
2021-05-28 00:00:00+00:00,6
2021-08-11 00:00:00+00:00,7
2022-01-03 00:00:00+00:00,8
2022-01-25 00:00:00+00:00,9
2022-04-12 00:00:00+00:00,10
2022-06-16 00:00:00+00:00,11
2022-09-08 00:00:00+00:00,12
2022-09-27 00:00:00+00:00,13
2022-10-29 00:00:00+00:00,14
2022-12-28 00:00:00+00:00,15
2023-06-15 00:00:00+00:00,16
2023-06-27 00:00:00+00:00,17
2023-09-11 00:00:00+00:00,18
2023-09-14 00:00:00+00:00,19
2023-10-02 00:00:00+00:00,20
2024-02-01 00:00:00+00:00,21
2024-06-02 00:00:00+00:00,22
2024-07-24 00:00:00+00:00,23
2024-08-19 00:00:00+00:00,24
2025-03-28 00:00:00+00:00,25
2025-04-24 00:00:00+00:00,26
2025-05-22 00:00:00+00:00,27
2025-05-31 00:00:00+00:00,28
2025-07-28 00:00:00+00:00,29
2025-10-14 00:00:00+00:00,30
