time_iso8601,stars_cumulative
2015-07-17 00:00:00+00:00,1
2016-08-10 00:00:00+00:00,2
2016-08-25 00:00:00+00:00,3
2016-10-08 00:00:00+00:00,4
2017-04-20 00:00:00+00:00,5
2017-07-12 00:00:00+00:00,6
2017-10-18 00:00:00+00:00,7
2018-02-02 00:00:00+00:00,8
2018-03-09 00:00:00+00:00,9
2018-03-13 00:00:00+00:00,10
2018-06-08 00:00:00+00:00,11
2018-11-10 00:00:00+00:00,12
2019-06-12 00:00:00+00:00,13
2020-02-27 00:00:00+00:00,14
2020-04-17 00:00:00+00:00,15
2020-08-03 00:00:00+00:00,16
2020-09-03 00:00:00+00:00,17
2021-02-03 00:00:00+00:00,18
2021-04-03 00:00:00+00:00,19
2021-04-12 00:00:00+00:00,20
2021-09-09 00:00:00+00:00,21
2021-10-24 00:00:00+00:00,22
2022-05-07 00:00:00+00:00,23
2022-08-22 00:00:00+00:00,24
2023-11-19 00:00:00+00:00,25
