time_iso8601,stars_cumulative
2021-04-20 00:00:00+00:00,1
2021-04-23 00:00:00+00:00,2
2021-04-30 00:00:00+00:00,3
2021-05-04 00:00:00+00:00,5
2022-08-11 00:00:00+00:00,6
2023-04-17 00:00:00+00:00,7
2023-07-24 00:00:00+00:00,8
2023-10-17 00:00:00+00:00,9
2024-03-31 00:00:00+00:00,10
2024-06-18 00:00:00+00:00,11
2024-10-03 00:00:00+00:00,12
2024-12-20 00:00:00+00:00,13
2025-04-04 00:00:00+00:00,14
2025-04-12 00:00:00+00:00,15
2025-05-23 00:00:00+00:00,16
2025-06-04 00:00:00+00:00,17
2025-06-30 00:00:00+00:00,18
