time_iso8601,forks_cumulative
2021-04-20 00:00:00+00:00,1
2021-05-04 00:00:00+00:00,2
2021-10-02 00:00:00+00:00,3
2022-09-06 00:00:00+00:00,4
2022-11-11 00:00:00+00:00,5
2023-11-10 00:00:00+00:00,6
2024-02-06 00:00:00+00:00,7
2024-10-03 00:00:00+00:00,8
2025-02-09 00:00:00+00:00,9
2025-03-04 00:00:00+00:00,10
2025-05-12 00:00:00+00:00,11
2025-06-04 00:00:00+00:00,12
2025-06-18 00:00:00+00:00,13
2025-06-25 00:00:00+00:00,14
2025-07-23 00:00:00+00:00,15
2025-09-11 00:00:00+00:00,16
2025-09-15 00:00:00+00:00,17
