time_iso8601,stars_cumulative
2024-01-10 00:00:00+00:00,1
2024-01-11 00:00:00+00:00,2
2024-01-15 00:00:00+00:00,6
2024-01-16 00:00:00+00:00,8
2024-01-17 00:00:00+00:00,10
2024-01-23 00:00:00+00:00,11
2024-01-24 00:00:00+00:00,12
2024-02-05 00:00:00+00:00,13
2024-02-06 00:00:00+00:00,14
2024-02-23 00:00:00+00:00,15
2024-02-26 00:00:00+00:00,16
2024-02-27 00:00:00+00:00,17
2024-03-07 00:00:00+00:00,18
2024-03-10 00:00:00+00:00,19
2024-04-18 00:00:00+00:00,20
2024-04-21 00:00:00+00:00,21
2024-05-26 00:00:00+00:00,22
2024-06-29 00:00:00+00:00,23
2024-07-02 00:00:00+00:00,24
2024-08-01 00:00:00+00:00,25
2024-08-23 00:00:00+00:00,26
2024-09-03 00:00:00+00:00,27
2024-09-15 00:00:00+00:00,28
2024-09-16 00:00:00+00:00,29
2024-09-17 00:00:00+00:00,30
2024-10-10 00:00:00+00:00,31
2024-10-22 00:00:00+00:00,32
2024-12-01 00:00:00+00:00,33
2024-12-19 00:00:00+00:00,34
2025-02-15 00:00:00+00:00,35
2025-02-27 00:00:00+00:00,36
2025-02-28 00:00:00+00:00,37
2025-03-05 00:00:00+00:00,38
2025-03-06 00:00:00+00:00,39
2025-03-16 00:00:00+00:00,40
2025-04-12 00:00:00+00:00,41
2025-05-01 00:00:00+00:00,42
2025-05-08 00:00:00+00:00,43
2025-05-19 00:00:00+00:00,46
2025-06-13 00:00:00+00:00,47
2025-07-30 00:00:00+00:00,48
2025-12-30 00:00:00+00:00,49
