time_iso8601,stars_cumulative
2021-01-21 00:00:00+00:00,1
2021-02-11 00:00:00+00:00,2
2021-03-05 00:00:00+00:00,3
2022-04-18 00:00:00+00:00,4
2022-05-10 00:00:00+00:00,5
2022-08-11 00:00:00+00:00,6
2023-01-24 00:00:00+00:00,7
2024-02-15 00:00:00+00:00,9
2024-04-03 00:00:00+00:00,10
2024-09-09 00:00:00+00:00,11
2024-12-20 00:00:00+00:00,12
2025-02-01 00:00:00+00:00,13
2025-03-15 00:00:00+00:00,14
2025-04-04 00:00:00+00:00,15
2025-05-23 00:00:00+00:00,16
2025-06-30 00:00:00+00:00,17
2025-09-04 00:00:00+00:00,18
2025-09-06 00:00:00+00:00,19
2025-12-24 00:00:00+00:00,20
