time_iso8601,forks_cumulative
2019-05-16 00:00:00+00:00,1
2019-05-29 00:00:00+00:00,2
2019-06-04 00:00:00+00:00,3
2019-06-05 00:00:00+00:00,4
2019-06-06 00:00:00+00:00,5
2019-06-07 00:00:00+00:00,6
2019-09-24 00:00:00+00:00,7
2019-11-07 00:00:00+00:00,8
2020-03-19 00:00:00+00:00,9
2020-07-05 00:00:00+00:00,10
2020-08-21 00:00:00+00:00,11
2021-01-22 00:00:00+00:00,12
2021-05-20 00:00:00+00:00,13
2021-06-10 00:00:00+00:00,14
2021-06-28 00:00:00+00:00,15
2021-07-01 00:00:00+00:00,16
2021-08-06 00:00:00+00:00,17
2021-10-19 00:00:00+00:00,18
2021-10-20 00:00:00+00:00,19
2021-11-02 00:00:00+00:00,20
2021-11-17 00:00:00+00:00,21
2022-10-07 00:00:00+00:00,22
2023-03-29 00:00:00+00:00,23
2023-08-14 00:00:00+00:00,24
2023-11-30 00:00:00+00:00,25
2024-02-18 00:00:00+00:00,26
2024-04-23 00:00:00+00:00,27
2024-11-02 00:00:00+00:00,28
2025-01-08 00:00:00+00:00,29
2025-08-12 00:00:00+00:00,30
2025-09-28 00:00:00+00:00,31
