url_path,views_total,views_unique
/idaholab/advcubit,12,5
/idaholab/advcubit/tree/master/advcubit,6,2
/idaholab/advcubit/tree/master/examples,3,2
/idaholab/advcubit/blob/master/examples/cmd.py,2,1
/idaholab/advcubit/tree/master/tests,2,1
/idaholab/advcubit/actions,1,1
/idaholab/advcubit/blob/master/advcubit/common_module.py,1,1
/idaholab/advcubit/blob/master/advcubit/function_module.py,1,1
/idaholab/advcubit/blob/master/advcubit/__init__.py,1,1
/idaholab/advcubit/blob/master/advcubit/set_module.py,1,1
