time_iso8601,forks_cumulative
2017-03-24 00:00:00+00:00,1
2017-03-27 00:00:00+00:00,4
2017-03-28 00:00:00+00:00,5
2017-04-06 00:00:00+00:00,6
2017-04-08 00:00:00+00:00,7
2017-04-12 00:00:00+00:00,8
2017-05-02 00:00:00+00:00,10
2017-08-31 00:00:00+00:00,11
2017-09-16 00:00:00+00:00,12
2017-12-12 00:00:00+00:00,13
2018-01-01 00:00:00+00:00,14
2018-01-08 00:00:00+00:00,15
2018-01-18 00:00:00+00:00,16
2018-01-19 00:00:00+00:00,17
2018-03-01 00:00:00+00:00,18
2018-03-08 00:00:00+00:00,19
2018-04-01 00:00:00+00:00,20
2018-04-30 00:00:00+00:00,21
2018-05-18 00:00:00+00:00,22
2018-05-28 00:00:00+00:00,23
2018-06-12 00:00:00+00:00,24
2018-07-18 00:00:00+00:00,25
2018-08-28 00:00:00+00:00,26
2018-09-09 00:00:00+00:00,27
2018-09-25 00:00:00+00:00,28
2018-11-08 00:00:00+00:00,29
2019-01-08 00:00:00+00:00,30
2019-02-08 00:00:00+00:00,31
2019-03-26 00:00:00+00:00,33
2019-03-27 00:00:00+00:00,34
2019-03-29 00:00:00+00:00,35
2019-04-02 00:00:00+00:00,36
2019-05-06 00:00:00+00:00,37
2019-05-23 00:00:00+00:00,38
2019-05-24 00:00:00+00:00,39
2019-05-27 00:00:00+00:00,40
2019-07-01 00:00:00+00:00,41
2019-07-15 00:00:00+00:00,42
2019-09-08 00:00:00+00:00,43
2019-10-04 00:00:00+00:00,44
2019-10-24 00:00:00+00:00,45
2019-10-31 00:00:00+00:00,46
2019-11-21 00:00:00+00:00,47
2020-02-04 00:00:00+00:00,48
2020-04-09 00:00:00+00:00,49
2020-04-28 00:00:00+00:00,50
2020-05-14 00:00:00+00:00,51
2020-06-08 00:00:00+00:00,52
2020-07-15 00:00:00+00:00,53
2020-09-16 00:00:00+00:00,54
2020-09-23 00:00:00+00:00,55
2020-11-20 00:00:00+00:00,56
2020-12-18 00:00:00+00:00,57
2021-01-15 00:00:00+00:00,58
2021-02-08 00:00:00+00:00,59
2021-02-26 00:00:00+00:00,60
2021-04-13 00:00:00+00:00,61
2021-04-15 00:00:00+00:00,62
2021-04-29 00:00:00+00:00,63
2021-05-28 00:00:00+00:00,64
2021-05-31 00:00:00+00:00,65
2021-06-10 00:00:00+00:00,66
2021-06-17 00:00:00+00:00,67
2021-06-22 00:00:00+00:00,68
2021-07-12 00:00:00+00:00,69
2021-08-10 00:00:00+00:00,70
2021-08-16 00:00:00+00:00,71
2021-09-20 00:00:00+00:00,72
2021-11-17 00:00:00+00:00,73
2021-11-20 00:00:00+00:00,74
2022-01-14 00:00:00+00:00,75
2022-01-20 00:00:00+00:00,78
2022-01-31 00:00:00+00:00,79
2022-02-10 00:00:00+00:00,80
2022-02-21 00:00:00+00:00,81
2022-03-03 00:00:00+00:00,82
2022-03-08 00:00:00+00:00,83
2022-04-20 00:00:00+00:00,84
2022-06-06 00:00:00+00:00,85
2022-06-10 00:00:00+00:00,86
2022-06-16 00:00:00+00:00,87
2022-06-30 00:00:00+00:00,88
