referrer,views_total,views_unique
Google,1323,270
github.com,374,128
Bing,63,15
cisa.gov,42,20
malcolm.fyi,33,7
linkedin.com,28,14
DuckDuckGo,28,13
cisagov.github.io,19,7
inl.gov,18,6
0x1.gitlab.io,15,3
