time_iso8601,forks_cumulative
2016-04-22 00:00:00+00:00,1
2017-02-28 00:00:00+00:00,2
2017-08-24 00:00:00+00:00,3
2018-01-08 00:00:00+00:00,4
2018-02-14 00:00:00+00:00,5
2021-07-01 00:00:00+00:00,6
