time_iso8601,forks_cumulative
2015-06-24 00:00:00+00:00,110
2015-06-25 00:00:00+00:00,112
2015-06-28 00:00:00+00:00,113
2015-07-02 00:00:00+00:00,114
2015-07-26 00:00:00+00:00,115
2015-07-29 00:00:00+00:00,117
2015-07-31 00:00:00+00:00,118
2015-08-09 00:00:00+00:00,119
2015-08-11 00:00:00+00:00,120
2015-08-13 00:00:00+00:00,121
2015-08-18 00:00:00+00:00,122
2015-08-19 00:00:00+00:00,123
2015-08-23 00:00:00+00:00,124
2015-09-02 00:00:00+00:00,125
2015-09-03 00:00:00+00:00,126
2015-09-09 00:00:00+00:00,129
2015-09-14 00:00:00+00:00,130
2015-09-16 00:00:00+00:00,131
2015-09-17 00:00:00+00:00,132
2015-09-25 00:00:00+00:00,134
2015-09-28 00:00:00+00:00,135
2015-09-29 00:00:00+00:00,136
2015-10-01 00:00:00+00:00,138
2015-10-02 00:00:00+00:00,139
2015-10-06 00:00:00+00:00,140
2015-10-09 00:00:00+00:00,142
2015-10-12 00:00:00+00:00,143
2015-10-15 00:00:00+00:00,144
2015-10-16 00:00:00+00:00,147
2015-10-21 00:00:00+00:00,148
2015-10-23 00:00:00+00:00,149
2015-10-28 00:00:00+00:00,150
2015-10-29 00:00:00+00:00,151
2015-11-04 00:00:00+00:00,152
2015-11-10 00:00:00+00:00,153
2015-11-12 00:00:00+00:00,154
2015-11-19 00:00:00+00:00,155
2015-11-21 00:00:00+00:00,156
2015-11-29 00:00:00+00:00,157
2015-12-01 00:00:00+00:00,158
2015-12-05 00:00:00+00:00,159
2015-12-07 00:00:00+00:00,160
2015-12-09 00:00:00+00:00,161
2015-12-17 00:00:00+00:00,162
2016-01-01 00:00:00+00:00,163
2016-01-06 00:00:00+00:00,164
2016-01-12 00:00:00+00:00,165
2016-01-19 00:00:00+00:00,166
2016-01-26 00:00:00+00:00,167
2016-01-28 00:00:00+00:00,168
2016-02-16 00:00:00+00:00,169
2016-02-19 00:00:00+00:00,170
2016-02-20 00:00:00+00:00,171
2016-02-22 00:00:00+00:00,173
2016-02-24 00:00:00+00:00,176
2016-03-08 00:00:00+00:00,177
2016-03-09 00:00:00+00:00,178
2016-03-19 00:00:00+00:00,179
2016-03-22 00:00:00+00:00,180
2016-03-23 00:00:00+00:00,181
2016-03-26 00:00:00+00:00,182
2016-04-02 00:00:00+00:00,183
2016-04-03 00:00:00+00:00,184
2016-04-07 00:00:00+00:00,185
2016-04-12 00:00:00+00:00,187
2016-04-14 00:00:00+00:00,189
2016-04-27 00:00:00+00:00,191
2016-05-09 00:00:00+00:00,192
2016-05-12 00:00:00+00:00,193
2016-05-13 00:00:00+00:00,194
2016-05-17 00:00:00+00:00,195
2016-05-19 00:00:00+00:00,196
2016-05-22 00:00:00+00:00,197
2016-05-24 00:00:00+00:00,198
2016-05-25 00:00:00+00:00,199
2016-05-26 00:00:00+00:00,200
2016-06-01 00:00:00+00:00,201
2016-06-02 00:00:00+00:00,202
2016-06-07 00:00:00+00:00,204
2016-06-09 00:00:00+00:00,205
2016-06-15 00:00:00+00:00,207
2016-06-16 00:00:00+00:00,208
2016-06-17 00:00:00+00:00,209
2016-06-21 00:00:00+00:00,211
2016-06-23 00:00:00+00:00,212
2016-07-06 00:00:00+00:00,213
2016-07-08 00:00:00+00:00,214
2016-07-12 00:00:00+00:00,215
2016-07-17 00:00:00+00:00,216
2016-07-29 00:00:00+00:00,217
2016-08-10 00:00:00+00:00,218
2016-08-16 00:00:00+00:00,219
2016-08-24 00:00:00+00:00,220
2016-09-07 00:00:00+00:00,221
2016-09-14 00:00:00+00:00,222
2016-09-16 00:00:00+00:00,223
2016-09-19 00:00:00+00:00,224
2016-09-21 00:00:00+00:00,225
2016-09-25 00:00:00+00:00,226
2016-10-06 00:00:00+00:00,227
2016-10-08 00:00:00+00:00,228
2016-10-12 00:00:00+00:00,229
2016-10-14 00:00:00+00:00,230
2016-10-18 00:00:00+00:00,232
2016-10-19 00:00:00+00:00,233
2016-10-24 00:00:00+00:00,235
2016-10-27 00:00:00+00:00,236
2016-10-29 00:00:00+00:00,237
2016-11-07 00:00:00+00:00,238
2016-11-09 00:00:00+00:00,239
2016-11-11 00:00:00+00:00,240
2016-11-13 00:00:00+00:00,241
2016-11-14 00:00:00+00:00,242
2016-11-15 00:00:00+00:00,244
2016-11-22 00:00:00+00:00,245
2016-11-25 00:00:00+00:00,246
2016-11-29 00:00:00+00:00,247
2016-12-01 00:00:00+00:00,248
2016-12-04 00:00:00+00:00,249
2016-12-05 00:00:00+00:00,251
2016-12-13 00:00:00+00:00,253
2016-12-30 00:00:00+00:00,254
2017-01-03 00:00:00+00:00,255
2017-01-10 00:00:00+00:00,256
2017-01-15 00:00:00+00:00,257
2017-01-30 00:00:00+00:00,258
2017-02-09 00:00:00+00:00,260
2017-02-10 00:00:00+00:00,261
2017-02-14 00:00:00+00:00,262
2017-02-15 00:00:00+00:00,263
2017-03-01 00:00:00+00:00,264
2017-03-02 00:00:00+00:00,265
2017-03-08 00:00:00+00:00,266
2017-03-09 00:00:00+00:00,267
2017-03-12 00:00:00+00:00,268
2017-03-20 00:00:00+00:00,269
2017-03-28 00:00:00+00:00,271
2017-04-06 00:00:00+00:00,272
2017-04-07 00:00:00+00:00,273
2017-04-11 00:00:00+00:00,275
2017-04-16 00:00:00+00:00,276
2017-04-17 00:00:00+00:00,277
2017-04-21 00:00:00+00:00,279
2017-04-27 00:00:00+00:00,280
2017-05-01 00:00:00+00:00,281
2017-05-12 00:00:00+00:00,283
2017-05-15 00:00:00+00:00,284
2017-05-18 00:00:00+00:00,285
2017-05-24 00:00:00+00:00,286
2017-05-26 00:00:00+00:00,287
2017-05-28 00:00:00+00:00,288
2017-06-05 00:00:00+00:00,289
2017-06-06 00:00:00+00:00,290
2017-06-13 00:00:00+00:00,292
2017-06-15 00:00:00+00:00,293
2017-06-19 00:00:00+00:00,294
2017-06-21 00:00:00+00:00,295
2017-07-04 00:00:00+00:00,296
2017-07-06 00:00:00+00:00,297
2017-07-17 00:00:00+00:00,298
2017-07-21 00:00:00+00:00,299
2017-07-26 00:00:00+00:00,301
2017-07-28 00:00:00+00:00,302
2017-07-29 00:00:00+00:00,303
2017-08-03 00:00:00+00:00,304
2017-08-06 00:00:00+00:00,305
2017-08-13 00:00:00+00:00,306
2017-08-14 00:00:00+00:00,307
2017-08-18 00:00:00+00:00,308
2017-08-22 00:00:00+00:00,309
2017-08-24 00:00:00+00:00,310
2017-08-31 00:00:00+00:00,311
2017-09-01 00:00:00+00:00,312
2017-09-12 00:00:00+00:00,313
2017-09-17 00:00:00+00:00,314
2017-09-28 00:00:00+00:00,316
2017-10-03 00:00:00+00:00,317
2017-10-04 00:00:00+00:00,318
2017-10-06 00:00:00+00:00,319
2017-10-12 00:00:00+00:00,320
2017-10-15 00:00:00+00:00,321
2017-10-17 00:00:00+00:00,322
2017-10-23 00:00:00+00:00,323
2017-11-03 00:00:00+00:00,324
2017-11-07 00:00:00+00:00,325
2017-11-11 00:00:00+00:00,326
2017-11-16 00:00:00+00:00,327
2017-11-22 00:00:00+00:00,329
2017-11-26 00:00:00+00:00,330
2017-11-30 00:00:00+00:00,331
2017-12-05 00:00:00+00:00,332
2017-12-08 00:00:00+00:00,333
2017-12-12 00:00:00+00:00,335
2017-12-13 00:00:00+00:00,336
2017-12-15 00:00:00+00:00,337
2017-12-20 00:00:00+00:00,338
2017-12-26 00:00:00+00:00,339
2017-12-29 00:00:00+00:00,341
2018-01-19 00:00:00+00:00,342
2018-01-23 00:00:00+00:00,343
2018-01-28 00:00:00+00:00,344
2018-01-30 00:00:00+00:00,345
2018-02-02 00:00:00+00:00,346
2018-02-07 00:00:00+00:00,347
2018-02-12 00:00:00+00:00,348
2018-02-13 00:00:00+00:00,349
2018-02-14 00:00:00+00:00,350
2018-03-14 00:00:00+00:00,351
2018-03-20 00:00:00+00:00,353
2018-03-21 00:00:00+00:00,354
2018-03-22 00:00:00+00:00,356
2018-03-30 00:00:00+00:00,357
2018-04-03 00:00:00+00:00,358
2018-04-06 00:00:00+00:00,359
2018-04-11 00:00:00+00:00,360
2018-04-12 00:00:00+00:00,361
2018-04-17 00:00:00+00:00,362
2018-04-25 00:00:00+00:00,363
2018-04-29 00:00:00+00:00,364
2018-05-03 00:00:00+00:00,365
2018-05-08 00:00:00+00:00,366
2018-05-09 00:00:00+00:00,367
2018-05-16 00:00:00+00:00,368
2018-05-29 00:00:00+00:00,369
2018-05-30 00:00:00+00:00,371
2018-06-14 00:00:00+00:00,372
2018-06-18 00:00:00+00:00,375
2018-06-19 00:00:00+00:00,376
2018-06-21 00:00:00+00:00,377
2018-07-16 00:00:00+00:00,378
2018-07-25 00:00:00+00:00,380
2018-07-26 00:00:00+00:00,382
2018-07-29 00:00:00+00:00,383
2018-08-02 00:00:00+00:00,384
2018-08-08 00:00:00+00:00,385
2018-08-14 00:00:00+00:00,386
2018-08-17 00:00:00+00:00,387
2018-08-20 00:00:00+00:00,388
2018-08-21 00:00:00+00:00,389
2018-08-27 00:00:00+00:00,390
2018-09-03 00:00:00+00:00,391
2018-09-07 00:00:00+00:00,392
2018-09-10 00:00:00+00:00,393
2018-09-17 00:00:00+00:00,395
2018-09-18 00:00:00+00:00,396
2018-09-20 00:00:00+00:00,397
2018-09-26 00:00:00+00:00,398
2018-09-28 00:00:00+00:00,399
2018-09-29 00:00:00+00:00,400
2018-10-09 00:00:00+00:00,401
2018-10-12 00:00:00+00:00,402
2018-10-19 00:00:00+00:00,403
2018-10-21 00:00:00+00:00,404
2018-11-05 00:00:00+00:00,405
2018-11-06 00:00:00+00:00,406
2018-11-08 00:00:00+00:00,407
2018-11-18 00:00:00+00:00,408
2018-11-20 00:00:00+00:00,409
2018-11-22 00:00:00+00:00,410
2018-11-28 00:00:00+00:00,411
2018-12-03 00:00:00+00:00,412
2018-12-17 00:00:00+00:00,413
2018-12-21 00:00:00+00:00,414
2019-01-07 00:00:00+00:00,415
2019-01-12 00:00:00+00:00,416
2019-01-14 00:00:00+00:00,417
2019-01-17 00:00:00+00:00,419
2019-01-19 00:00:00+00:00,420
2019-01-30 00:00:00+00:00,421
2019-02-06 00:00:00+00:00,422
2019-02-10 00:00:00+00:00,423
2019-02-16 00:00:00+00:00,425
2019-02-18 00:00:00+00:00,426
2019-02-20 00:00:00+00:00,427
2019-02-21 00:00:00+00:00,428
2019-02-25 00:00:00+00:00,429
2019-03-08 00:00:00+00:00,430
2019-03-15 00:00:00+00:00,431
2019-03-23 00:00:00+00:00,432
2019-04-16 00:00:00+00:00,433
2019-04-20 00:00:00+00:00,434
2019-04-23 00:00:00+00:00,435
2019-04-24 00:00:00+00:00,437
2019-05-01 00:00:00+00:00,439
2019-05-02 00:00:00+00:00,441
2019-05-05 00:00:00+00:00,442
2019-05-07 00:00:00+00:00,445
2019-05-21 00:00:00+00:00,448
2019-05-23 00:00:00+00:00,450
2019-05-30 00:00:00+00:00,451
2019-06-04 00:00:00+00:00,452
2019-06-05 00:00:00+00:00,453
2019-06-08 00:00:00+00:00,454
2019-06-11 00:00:00+00:00,455
2019-06-14 00:00:00+00:00,456
2019-06-19 00:00:00+00:00,457
2019-06-21 00:00:00+00:00,458
2019-06-25 00:00:00+00:00,459
2019-06-28 00:00:00+00:00,460
2019-07-02 00:00:00+00:00,461
2019-07-03 00:00:00+00:00,463
2019-07-05 00:00:00+00:00,464
2019-07-09 00:00:00+00:00,465
2019-07-10 00:00:00+00:00,469
2019-07-15 00:00:00+00:00,470
2019-07-26 00:00:00+00:00,471
2019-08-06 00:00:00+00:00,474
2019-08-07 00:00:00+00:00,475
2019-08-09 00:00:00+00:00,476
2019-08-13 00:00:00+00:00,477
2019-08-19 00:00:00+00:00,478
2019-08-21 00:00:00+00:00,480
2019-08-23 00:00:00+00:00,481
2019-08-25 00:00:00+00:00,482
2019-08-31 00:00:00+00:00,483
2019-09-05 00:00:00+00:00,485
2019-09-10 00:00:00+00:00,486
2019-09-13 00:00:00+00:00,487
2019-09-16 00:00:00+00:00,488
2019-09-21 00:00:00+00:00,489
2019-10-01 00:00:00+00:00,490
2019-10-04 00:00:00+00:00,491
2019-10-07 00:00:00+00:00,492
2019-10-10 00:00:00+00:00,493
2019-10-15 00:00:00+00:00,494
2019-10-17 00:00:00+00:00,495
2019-10-18 00:00:00+00:00,496
2019-10-20 00:00:00+00:00,497
2019-10-21 00:00:00+00:00,498
2019-10-25 00:00:00+00:00,499
2019-10-28 00:00:00+00:00,500
2019-11-01 00:00:00+00:00,501
2019-11-13 00:00:00+00:00,502
2019-11-15 00:00:00+00:00,503
2019-11-17 00:00:00+00:00,504
2019-11-21 00:00:00+00:00,505
2019-11-25 00:00:00+00:00,507
2019-11-26 00:00:00+00:00,508
2019-11-30 00:00:00+00:00,509
2019-12-04 00:00:00+00:00,510
2019-12-10 00:00:00+00:00,511
2019-12-12 00:00:00+00:00,512
2020-01-06 00:00:00+00:00,513
2020-01-10 00:00:00+00:00,514
2020-01-18 00:00:00+00:00,515
2020-01-21 00:00:00+00:00,516
2020-01-24 00:00:00+00:00,517
2020-01-28 00:00:00+00:00,518
2020-02-01 00:00:00+00:00,519
2020-02-04 00:00:00+00:00,520
2020-02-12 00:00:00+00:00,522
2020-02-18 00:00:00+00:00,523
2020-02-19 00:00:00+00:00,524
2020-02-21 00:00:00+00:00,525
2020-02-29 00:00:00+00:00,527
2020-03-03 00:00:00+00:00,528
2020-03-04 00:00:00+00:00,529
2020-03-09 00:00:00+00:00,530
2020-03-13 00:00:00+00:00,531
2020-03-17 00:00:00+00:00,532
2020-03-18 00:00:00+00:00,533
2020-03-20 00:00:00+00:00,534
2020-03-24 00:00:00+00:00,536
2020-03-28 00:00:00+00:00,537
2020-04-01 00:00:00+00:00,538
2020-04-05 00:00:00+00:00,540
2020-04-06 00:00:00+00:00,541
2020-04-09 00:00:00+00:00,542
2020-04-11 00:00:00+00:00,543
2020-04-19 00:00:00+00:00,544
2020-04-20 00:00:00+00:00,545
2020-04-21 00:00:00+00:00,546
2020-04-22 00:00:00+00:00,548
2020-04-30 00:00:00+00:00,549
2020-05-05 00:00:00+00:00,551
2020-05-12 00:00:00+00:00,552
2020-05-14 00:00:00+00:00,553
2020-05-15 00:00:00+00:00,554
2020-05-18 00:00:00+00:00,555
2020-05-19 00:00:00+00:00,557
2020-05-21 00:00:00+00:00,558
2020-05-22 00:00:00+00:00,560
2020-05-25 00:00:00+00:00,561
2020-06-01 00:00:00+00:00,562
2020-06-02 00:00:00+00:00,563
2020-06-05 00:00:00+00:00,564
2020-06-10 00:00:00+00:00,565
2020-06-17 00:00:00+00:00,566
2020-06-20 00:00:00+00:00,567
2020-06-21 00:00:00+00:00,568
2020-06-23 00:00:00+00:00,569
2020-06-29 00:00:00+00:00,571
2020-07-02 00:00:00+00:00,572
2020-07-06 00:00:00+00:00,573
2020-07-07 00:00:00+00:00,574
2020-07-10 00:00:00+00:00,576
2020-07-16 00:00:00+00:00,577
2020-07-19 00:00:00+00:00,578
2020-07-27 00:00:00+00:00,579
2020-07-30 00:00:00+00:00,580
2020-08-04 00:00:00+00:00,582
2020-08-25 00:00:00+00:00,583
2020-09-06 00:00:00+00:00,584
2020-09-08 00:00:00+00:00,585
2020-09-15 00:00:00+00:00,586
2020-09-16 00:00:00+00:00,587
2020-09-18 00:00:00+00:00,590
2020-09-22 00:00:00+00:00,591
2020-09-28 00:00:00+00:00,592
2020-10-04 00:00:00+00:00,593
2020-10-09 00:00:00+00:00,594
2020-10-10 00:00:00+00:00,595
2020-10-16 00:00:00+00:00,597
2020-10-22 00:00:00+00:00,598
2020-10-26 00:00:00+00:00,599
2020-11-02 00:00:00+00:00,600
2020-11-05 00:00:00+00:00,601
2020-11-09 00:00:00+00:00,602
2020-11-10 00:00:00+00:00,603
2020-11-12 00:00:00+00:00,604
2020-11-13 00:00:00+00:00,605
2020-11-20 00:00:00+00:00,606
2020-11-24 00:00:00+00:00,607
2020-11-25 00:00:00+00:00,608
2020-11-26 00:00:00+00:00,609
2020-11-28 00:00:00+00:00,610
2020-11-30 00:00:00+00:00,612
2020-12-09 00:00:00+00:00,614
2020-12-16 00:00:00+00:00,616
2021-01-05 00:00:00+00:00,617
2021-01-06 00:00:00+00:00,618
2021-01-08 00:00:00+00:00,619
2021-01-10 00:00:00+00:00,620
2021-01-13 00:00:00+00:00,621
2021-01-14 00:00:00+00:00,622
2021-01-20 00:00:00+00:00,623
2021-01-23 00:00:00+00:00,624
2021-02-01 00:00:00+00:00,625
2021-02-03 00:00:00+00:00,627
2021-02-05 00:00:00+00:00,629
2021-02-16 00:00:00+00:00,630
2021-02-19 00:00:00+00:00,631
2021-02-25 00:00:00+00:00,632
2021-02-28 00:00:00+00:00,633
2021-03-03 00:00:00+00:00,634
2021-03-08 00:00:00+00:00,635
2021-03-13 00:00:00+00:00,636
2021-03-23 00:00:00+00:00,637
2021-03-29 00:00:00+00:00,638
2021-03-31 00:00:00+00:00,639
2021-04-01 00:00:00+00:00,640
2021-04-04 00:00:00+00:00,641
2021-04-09 00:00:00+00:00,642
2021-04-10 00:00:00+00:00,643
2021-04-12 00:00:00+00:00,644
2021-04-15 00:00:00+00:00,645
2021-04-18 00:00:00+00:00,646
2021-04-27 00:00:00+00:00,648
2021-04-28 00:00:00+00:00,649
2021-05-01 00:00:00+00:00,650
2021-05-03 00:00:00+00:00,652
2021-05-04 00:00:00+00:00,654
2021-05-11 00:00:00+00:00,655
2021-05-22 00:00:00+00:00,656
2021-05-24 00:00:00+00:00,657
2021-05-25 00:00:00+00:00,658
2021-06-16 00:00:00+00:00,659
2021-06-17 00:00:00+00:00,661
2021-06-19 00:00:00+00:00,662
2021-06-22 00:00:00+00:00,663
2021-07-11 00:00:00+00:00,664
2021-07-13 00:00:00+00:00,665
2021-07-14 00:00:00+00:00,666
2021-07-18 00:00:00+00:00,668
2021-08-09 00:00:00+00:00,669
2021-08-10 00:00:00+00:00,670
2021-08-12 00:00:00+00:00,671
2021-08-17 00:00:00+00:00,672
2021-08-26 00:00:00+00:00,673
2021-08-27 00:00:00+00:00,674
2021-09-11 00:00:00+00:00,675
2021-09-16 00:00:00+00:00,676
2021-09-24 00:00:00+00:00,677
2021-10-01 00:00:00+00:00,678
2021-10-07 00:00:00+00:00,681
2021-10-08 00:00:00+00:00,682
2021-10-10 00:00:00+00:00,683
2021-10-16 00:00:00+00:00,684
2021-10-19 00:00:00+00:00,685
2021-10-20 00:00:00+00:00,686
2021-10-22 00:00:00+00:00,687
2021-10-24 00:00:00+00:00,688
2021-10-27 00:00:00+00:00,689
2021-11-04 00:00:00+00:00,690
2021-11-05 00:00:00+00:00,691
2021-11-12 00:00:00+00:00,692
2021-11-16 00:00:00+00:00,693
2021-11-17 00:00:00+00:00,694
2021-11-22 00:00:00+00:00,695
2021-11-29 00:00:00+00:00,696
2021-12-02 00:00:00+00:00,697
2021-12-06 00:00:00+00:00,698
2021-12-14 00:00:00+00:00,700
2022-01-04 00:00:00+00:00,701
2022-01-09 00:00:00+00:00,702
2022-01-13 00:00:00+00:00,703
2022-01-18 00:00:00+00:00,704
2022-01-19 00:00:00+00:00,705
2022-01-21 00:00:00+00:00,706
2022-02-10 00:00:00+00:00,707
2022-02-13 00:00:00+00:00,708
2022-02-16 00:00:00+00:00,709
2022-02-28 00:00:00+00:00,710
2022-03-08 00:00:00+00:00,711
2022-03-17 00:00:00+00:00,712
2022-03-19 00:00:00+00:00,713
2022-03-20 00:00:00+00:00,714
2022-03-21 00:00:00+00:00,715
2022-03-27 00:00:00+00:00,716
2022-03-28 00:00:00+00:00,718
2022-03-29 00:00:00+00:00,719
2022-04-02 00:00:00+00:00,720
2022-04-04 00:00:00+00:00,721
2022-04-08 00:00:00+00:00,722
2022-04-17 00:00:00+00:00,723
2022-04-19 00:00:00+00:00,724
2022-04-20 00:00:00+00:00,726
2022-04-21 00:00:00+00:00,728
2022-04-29 00:00:00+00:00,729
2022-05-02 00:00:00+00:00,731
2022-05-16 00:00:00+00:00,732
2022-05-17 00:00:00+00:00,733
2022-05-23 00:00:00+00:00,735
2022-05-26 00:00:00+00:00,737
2022-05-27 00:00:00+00:00,739
2022-05-28 00:00:00+00:00,741
2022-06-06 00:00:00+00:00,742
2022-06-09 00:00:00+00:00,743
2022-06-13 00:00:00+00:00,744
2022-06-15 00:00:00+00:00,745
2022-06-16 00:00:00+00:00,746
2022-06-22 00:00:00+00:00,747
2022-06-27 00:00:00+00:00,748
2022-07-01 00:00:00+00:00,750
2022-07-07 00:00:00+00:00,751
2022-07-10 00:00:00+00:00,752
2022-07-11 00:00:00+00:00,753
2022-07-18 00:00:00+00:00,755
2022-07-19 00:00:00+00:00,756
2022-07-25 00:00:00+00:00,757
2022-07-26 00:00:00+00:00,758
2022-08-03 00:00:00+00:00,759
2022-08-07 00:00:00+00:00,760
2022-08-09 00:00:00+00:00,762
2022-08-10 00:00:00+00:00,763
2022-08-15 00:00:00+00:00,764
2022-08-29 00:00:00+00:00,765
2022-08-30 00:00:00+00:00,766
2022-09-01 00:00:00+00:00,767
2022-09-06 00:00:00+00:00,768
2022-09-12 00:00:00+00:00,769
2022-09-15 00:00:00+00:00,770
2022-09-17 00:00:00+00:00,771
2022-09-19 00:00:00+00:00,772
2022-09-21 00:00:00+00:00,773
2022-09-22 00:00:00+00:00,774
2022-09-23 00:00:00+00:00,777
2022-09-26 00:00:00+00:00,778
2022-09-28 00:00:00+00:00,779
2022-09-30 00:00:00+00:00,780
2022-10-09 00:00:00+00:00,781
2022-10-11 00:00:00+00:00,782
2022-10-16 00:00:00+00:00,783
2022-10-17 00:00:00+00:00,784
2022-10-24 00:00:00+00:00,785
2022-10-28 00:00:00+00:00,786
2022-11-04 00:00:00+00:00,787
2022-11-06 00:00:00+00:00,789
2022-11-11 00:00:00+00:00,790
2022-11-12 00:00:00+00:00,791
2022-11-16 00:00:00+00:00,792
2022-11-17 00:00:00+00:00,793
2022-11-27 00:00:00+00:00,794
2022-11-30 00:00:00+00:00,795
2022-12-06 00:00:00+00:00,796
2022-12-08 00:00:00+00:00,798
2022-12-12 00:00:00+00:00,799
2022-12-15 00:00:00+00:00,800
2022-12-23 00:00:00+00:00,801
2022-12-24 00:00:00+00:00,802
2023-01-04 00:00:00+00:00,803
2023-01-11 00:00:00+00:00,804
2023-01-12 00:00:00+00:00,805
2023-01-18 00:00:00+00:00,806
2023-01-24 00:00:00+00:00,807
2023-01-25 00:00:00+00:00,809
2023-01-29 00:00:00+00:00,810
2023-02-01 00:00:00+00:00,811
2023-02-14 00:00:00+00:00,813
2023-02-20 00:00:00+00:00,815
2023-02-21 00:00:00+00:00,817
2023-02-22 00:00:00+00:00,818
2023-03-02 00:00:00+00:00,819
2023-03-07 00:00:00+00:00,820
2023-03-13 00:00:00+00:00,821
2023-03-14 00:00:00+00:00,822
2023-03-15 00:00:00+00:00,823
2023-03-16 00:00:00+00:00,824
2023-03-28 00:00:00+00:00,825
2023-04-04 00:00:00+00:00,828
2023-04-12 00:00:00+00:00,830
2023-04-14 00:00:00+00:00,831
2023-04-18 00:00:00+00:00,832
2023-04-22 00:00:00+00:00,833
2023-04-23 00:00:00+00:00,834
2023-04-27 00:00:00+00:00,835
2023-05-01 00:00:00+00:00,836
2023-05-02 00:00:00+00:00,837
2023-05-04 00:00:00+00:00,838
2023-05-11 00:00:00+00:00,840
2023-05-12 00:00:00+00:00,841
2023-05-13 00:00:00+00:00,842
2023-05-16 00:00:00+00:00,843
2023-05-19 00:00:00+00:00,844
2023-05-22 00:00:00+00:00,845
2023-05-24 00:00:00+00:00,846
2023-05-29 00:00:00+00:00,847
2023-06-05 00:00:00+00:00,848
2023-06-06 00:00:00+00:00,850
2023-06-13 00:00:00+00:00,852
2023-06-14 00:00:00+00:00,853
2023-06-15 00:00:00+00:00,854
2023-06-19 00:00:00+00:00,855
2023-06-20 00:00:00+00:00,856
2023-06-23 00:00:00+00:00,857
2023-06-24 00:00:00+00:00,859
2023-06-27 00:00:00+00:00,861
2023-07-03 00:00:00+00:00,862
2023-07-06 00:00:00+00:00,863
2023-07-17 00:00:00+00:00,864
2023-07-19 00:00:00+00:00,865
2023-07-25 00:00:00+00:00,866
2023-07-31 00:00:00+00:00,867
2023-08-03 00:00:00+00:00,868
2023-08-04 00:00:00+00:00,869
2023-08-09 00:00:00+00:00,870
2023-08-16 00:00:00+00:00,871
2023-08-22 00:00:00+00:00,872
2023-08-23 00:00:00+00:00,873
2023-08-28 00:00:00+00:00,875
2023-09-04 00:00:00+00:00,876
2023-09-12 00:00:00+00:00,877
2023-09-20 00:00:00+00:00,878
2023-09-21 00:00:00+00:00,879
2023-09-27 00:00:00+00:00,880
2023-09-30 00:00:00+00:00,882
2023-10-04 00:00:00+00:00,883
2023-10-10 00:00:00+00:00,884
2023-10-12 00:00:00+00:00,885
