time_iso8601,forks_cumulative
2014-02-15 00:00:00+00:00,1
2014-02-26 00:00:00+00:00,2
2014-03-06 00:00:00+00:00,3
2014-03-17 00:00:00+00:00,6
2014-03-18 00:00:00+00:00,21
2014-03-19 00:00:00+00:00,25
2014-03-20 00:00:00+00:00,27
2014-03-21 00:00:00+00:00,28
2014-03-23 00:00:00+00:00,30
2014-03-26 00:00:00+00:00,31
2014-03-31 00:00:00+00:00,32
2014-04-05 00:00:00+00:00,33
2014-04-07 00:00:00+00:00,34
2014-04-13 00:00:00+00:00,35
2014-04-15 00:00:00+00:00,36
2014-04-29 00:00:00+00:00,37
2014-05-01 00:00:00+00:00,38
2014-05-08 00:00:00+00:00,41
2014-05-13 00:00:00+00:00,42
2014-05-14 00:00:00+00:00,43
2014-05-22 00:00:00+00:00,45
2014-05-28 00:00:00+00:00,46
2014-06-04 00:00:00+00:00,48
2014-06-12 00:00:00+00:00,49
2014-06-17 00:00:00+00:00,50
2014-06-25 00:00:00+00:00,51
2014-06-30 00:00:00+00:00,52
2014-07-04 00:00:00+00:00,53
2014-07-09 00:00:00+00:00,54
2014-07-10 00:00:00+00:00,55
2014-07-14 00:00:00+00:00,56
2014-08-06 00:00:00+00:00,58
2014-08-15 00:00:00+00:00,59
2014-08-28 00:00:00+00:00,60
2014-09-03 00:00:00+00:00,61
2014-09-12 00:00:00+00:00,63
2014-09-13 00:00:00+00:00,64
2014-09-23 00:00:00+00:00,65
2014-10-07 00:00:00+00:00,66
2014-10-14 00:00:00+00:00,68
2014-10-24 00:00:00+00:00,69
2014-10-30 00:00:00+00:00,71
2014-11-03 00:00:00+00:00,72
2014-11-04 00:00:00+00:00,73
2014-11-05 00:00:00+00:00,74
2014-11-07 00:00:00+00:00,75
2014-11-11 00:00:00+00:00,76
2014-11-30 00:00:00+00:00,77
2014-12-09 00:00:00+00:00,78
2014-12-16 00:00:00+00:00,79
2014-12-26 00:00:00+00:00,80
2015-01-09 00:00:00+00:00,81
2015-01-12 00:00:00+00:00,83
2015-01-30 00:00:00+00:00,85
2015-02-05 00:00:00+00:00,86
2015-02-10 00:00:00+00:00,87
2015-02-13 00:00:00+00:00,88
2015-02-19 00:00:00+00:00,90
2015-03-03 00:00:00+00:00,91
2015-03-08 00:00:00+00:00,92
2015-03-10 00:00:00+00:00,93
2015-03-24 00:00:00+00:00,94
2015-03-26 00:00:00+00:00,95
2015-04-01 00:00:00+00:00,96
2015-04-19 00:00:00+00:00,97
2015-04-22 00:00:00+00:00,99
2015-05-06 00:00:00+00:00,100
2015-05-18 00:00:00+00:00,101
2015-05-25 00:00:00+00:00,102
2015-05-27 00:00:00+00:00,103
2015-06-02 00:00:00+00:00,104
2015-06-06 00:00:00+00:00,105
2015-06-09 00:00:00+00:00,106
2015-06-10 00:00:00+00:00,107
2015-06-11 00:00:00+00:00,108
2015-06-22 00:00:00+00:00,109
