time_iso8601,stars_cumulative
2014-02-25 00:00:00+00:00,1
2014-03-05 00:00:00+00:00,2
2014-03-18 00:00:00+00:00,5
2014-03-19 00:00:00+00:00,17
2014-03-20 00:00:00+00:00,19
2014-03-21 00:00:00+00:00,20
2014-03-22 00:00:00+00:00,21
2014-03-23 00:00:00+00:00,22
2014-03-25 00:00:00+00:00,23
2014-03-28 00:00:00+00:00,24
2014-04-01 00:00:00+00:00,25
2014-04-07 00:00:00+00:00,26
2014-04-11 00:00:00+00:00,27
2014-04-17 00:00:00+00:00,28
2014-04-22 00:00:00+00:00,29
2014-04-27 00:00:00+00:00,30
2014-04-28 00:00:00+00:00,31
2014-05-05 00:00:00+00:00,32
2014-05-09 00:00:00+00:00,33
2014-06-18 00:00:00+00:00,34
2014-07-09 00:00:00+00:00,35
2014-07-10 00:00:00+00:00,36
2014-08-05 00:00:00+00:00,37
2014-08-22 00:00:00+00:00,38
2014-09-15 00:00:00+00:00,39
2014-09-16 00:00:00+00:00,40
2014-09-23 00:00:00+00:00,41
2014-10-02 00:00:00+00:00,42
2014-10-03 00:00:00+00:00,43
2014-10-07 00:00:00+00:00,44
2014-10-08 00:00:00+00:00,45
2014-10-13 00:00:00+00:00,46
2014-10-27 00:00:00+00:00,47
2014-11-04 00:00:00+00:00,48
2014-11-13 00:00:00+00:00,49
2014-11-30 00:00:00+00:00,50
2014-12-01 00:00:00+00:00,51
2014-12-08 00:00:00+00:00,52
2014-12-11 00:00:00+00:00,53
2014-12-12 00:00:00+00:00,54
2014-12-16 00:00:00+00:00,55
2014-12-26 00:00:00+00:00,56
2015-01-20 00:00:00+00:00,57
2015-01-21 00:00:00+00:00,58
2015-02-11 00:00:00+00:00,59
2015-02-19 00:00:00+00:00,60
2015-02-20 00:00:00+00:00,61
2015-03-08 00:00:00+00:00,62
2015-03-10 00:00:00+00:00,63
2015-03-17 00:00:00+00:00,64
2015-03-24 00:00:00+00:00,65
2015-03-25 00:00:00+00:00,66
2015-03-27 00:00:00+00:00,67
2015-04-14 00:00:00+00:00,68
2015-04-28 00:00:00+00:00,69
2015-05-12 00:00:00+00:00,70
2015-05-20 00:00:00+00:00,71
2015-05-30 00:00:00+00:00,72
2015-06-09 00:00:00+00:00,73
2015-06-18 00:00:00+00:00,74
2015-06-24 00:00:00+00:00,75
2015-06-25 00:00:00+00:00,78
2015-07-15 00:00:00+00:00,79
2015-07-19 00:00:00+00:00,80
2015-07-25 00:00:00+00:00,81
2015-08-04 00:00:00+00:00,82
2015-08-06 00:00:00+00:00,83
2015-08-15 00:00:00+00:00,84
2015-08-20 00:00:00+00:00,85
2015-09-03 00:00:00+00:00,86
2015-09-28 00:00:00+00:00,87
2015-09-29 00:00:00+00:00,88
2015-09-30 00:00:00+00:00,90
2015-10-02 00:00:00+00:00,91
2015-10-03 00:00:00+00:00,92
2015-10-07 00:00:00+00:00,93
2015-10-08 00:00:00+00:00,95
2015-10-09 00:00:00+00:00,96
2015-10-28 00:00:00+00:00,97
2015-10-29 00:00:00+00:00,99
2015-11-20 00:00:00+00:00,100
2015-12-15 00:00:00+00:00,101
2015-12-16 00:00:00+00:00,105
2015-12-18 00:00:00+00:00,106
2015-12-28 00:00:00+00:00,107
2016-01-05 00:00:00+00:00,108
2016-01-08 00:00:00+00:00,110
2016-01-10 00:00:00+00:00,111
2016-01-27 00:00:00+00:00,112
2016-01-28 00:00:00+00:00,113
2016-02-04 00:00:00+00:00,114
2016-02-11 00:00:00+00:00,115
2016-02-12 00:00:00+00:00,116
2016-02-15 00:00:00+00:00,117
2016-02-17 00:00:00+00:00,120
2016-02-18 00:00:00+00:00,122
2016-02-24 00:00:00+00:00,124
2016-02-29 00:00:00+00:00,125
2016-03-02 00:00:00+00:00,126
2016-03-11 00:00:00+00:00,127
2016-03-13 00:00:00+00:00,128
