referrer,views_total,views_unique
linkedin.com,135,95
com.linkedin.android,28,23
Google,23,8
Bing,23,1
notebooks.githubusercontent.com,15,3
nature.com,9,1
l.instagram.com,3,3
github.com,2,2
chatgpt.com,1,1
