time_iso8601,forks_cumulative
2022-05-02 00:00:00+00:00,1
2022-05-03 00:00:00+00:00,2
2022-09-05 00:00:00+00:00,3
2022-09-13 00:00:00+00:00,4
2022-11-11 00:00:00+00:00,5
2023-05-30 00:00:00+00:00,6
2024-02-07 00:00:00+00:00,7
2024-10-11 00:00:00+00:00,8
2024-12-10 00:00:00+00:00,9
2025-02-09 00:00:00+00:00,10
2025-02-12 00:00:00+00:00,11
2025-03-04 00:00:00+00:00,12
2025-06-25 00:00:00+00:00,13
2025-09-02 00:00:00+00:00,14
2025-09-11 00:00:00+00:00,15
2025-09-19 00:00:00+00:00,16
2025-11-11 00:00:00+00:00,17
