time_iso8601,stars_cumulative
2022-05-03 00:00:00+00:00,1
2022-05-10 00:00:00+00:00,2
2022-05-30 00:00:00+00:00,3
2022-08-11 00:00:00+00:00,4
2022-12-04 00:00:00+00:00,5
2022-12-26 00:00:00+00:00,6
2023-02-09 00:00:00+00:00,7
2023-02-14 00:00:00+00:00,8
2023-03-20 00:00:00+00:00,9
2023-07-26 00:00:00+00:00,10
2023-08-24 00:00:00+00:00,11
2023-10-17 00:00:00+00:00,12
2023-12-10 00:00:00+00:00,13
2024-03-31 00:00:00+00:00,14
2024-09-02 00:00:00+00:00,15
2024-09-24 00:00:00+00:00,16
2024-12-20 00:00:00+00:00,17
2025-01-14 00:00:00+00:00,18
2025-04-04 00:00:00+00:00,19
2025-04-29 00:00:00+00:00,20
2025-05-23 00:00:00+00:00,21
2025-06-30 00:00:00+00:00,22
