time_iso8601,forks_cumulative
2022-08-03 00:00:00+00:00,3
2022-11-02 00:00:00+00:00,4
2022-11-21 00:00:00+00:00,5
2022-11-25 00:00:00+00:00,6
2023-01-14 00:00:00+00:00,7
2023-02-08 00:00:00+00:00,8
2023-02-14 00:00:00+00:00,9
2023-05-10 00:00:00+00:00,10
2023-07-01 00:00:00+00:00,11
2023-10-04 00:00:00+00:00,12
2024-04-08 00:00:00+00:00,13
2024-04-15 00:00:00+00:00,14
2024-04-17 00:00:00+00:00,15
2024-04-18 00:00:00+00:00,16
2024-07-01 00:00:00+00:00,17
2024-08-22 00:00:00+00:00,18
2024-08-31 00:00:00+00:00,19
2024-09-06 00:00:00+00:00,20
2025-04-02 00:00:00+00:00,21
2025-07-12 00:00:00+00:00,22
2025-12-16 00:00:00+00:00,23
