time_iso8601,stars_cumulative
2017-09-18 00:00:00+00:00,1
2017-11-23 00:00:00+00:00,2
2018-08-20 00:00:00+00:00,3
2018-09-20 00:00:00+00:00,4
2018-10-26 00:00:00+00:00,5
2018-12-23 00:00:00+00:00,6
2019-01-18 00:00:00+00:00,7
2019-02-19 00:00:00+00:00,8
2019-05-08 00:00:00+00:00,9
2019-06-03 00:00:00+00:00,10
2020-01-17 00:00:00+00:00,11
2020-04-08 00:00:00+00:00,12
2021-01-01 00:00:00+00:00,13
2021-01-26 00:00:00+00:00,14
2021-06-16 00:00:00+00:00,16
2021-07-24 00:00:00+00:00,17
2021-08-18 00:00:00+00:00,18
2021-09-23 00:00:00+00:00,19
2021-10-29 00:00:00+00:00,20
2021-12-11 00:00:00+00:00,21
2022-01-01 00:00:00+00:00,22
2022-02-03 00:00:00+00:00,23
2022-03-04 00:00:00+00:00,24
2022-05-07 00:00:00+00:00,25
2022-06-16 00:00:00+00:00,26
2022-06-30 00:00:00+00:00,27
